Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList_MCODE_ALL,GO Biological Processes,19,GO:0033120,positive regulation of RNA splicing,19_GO:0048518 positive regulation of biological process,-4.6,15,8,30244,46,226,5,2.2,0.98,1859|4686|10419|29896|79084,DYRK1A|NCBP1|PRMT5|TRA2A|WDR77,-3.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051972,regulation of telomerase activity,19_GO:0008152 metabolic process,-4.6,15,8,30244,46,226,5,2.2,0.98,1499|3320|6950|10575|10576,CTNNB1|HSP90AA1|TCP1|CCT4|CCT2,-3.3
MyList_MCODE_ALL,Canonical Pathways,11,M128,PID TNF PATHWAY,,-4.6,15,8,30244,46,226,5,2.2,0.98,857|1540|7186|8878|10399,CAV1|CYLD|TRAF2|SQSTM1|RACK1,-3.3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5620922,BBSome-mediated cargo-targeting to cilium,,-4.6,23,9.3,30244,23,226,4,1.8,0.88,6950|10575|10576|10694,TCP1|CCT4|CCT2|CCT8,-3.3
MyList_MCODE_ALL,WikiPathways,27,WP262,Ebstein-Barr virus LMP1 signaling,,-4.6,23,9.3,30244,23,226,4,1.8,0.88,3320|3654|4791|9260,HSP90AA1|IRAK1|NFKB2|PDLIM7,-3.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051236,establishment of RNA localization,19_GO:0051179 localization,-4.6,6.9,6.4,30244,156,226,8,3.5,1.2,4686|5976|6396|7514|9631|29074|55110|220988,NCBP1|UPF1|SEC13|XPO1|NUP155|MRPL18|MAGOHB|HNRNPA3,-3.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:1901222,regulation of NIK/NF-kappaB signaling,19_GO:0050896 response to stimulus,-4.6,8.2,6.7,30244,114,226,7,3.1,1.2,81|351|811|1540|3654|7205|10616,ACTN4|APP|CALR|CYLD|IRAK1|TRIP6|RBCK1,-3.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903320,regulation of protein modification by small protein conjugation or removal,19_GO:0008152 metabolic process,-4.6,5.2,5.9,30244,256,226,10,4.4,1.4,857|1499|3301|3320|6224|6737|7415|7965|8878|10075,CAV1|CTNNB1|DNAJA1|HSP90AA1|RPS20|TRIM21|VCP|AIMP2|SQSTM1|HUWE1,-3.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0010498,proteasomal protein catabolic process,19_GO:0008152 metabolic process,-4.6,4.3,5.6,30244,372,226,12,5.3,1.5,811|1499|5516|5684|5700|5704|6737|7184|7415|8065|9867|10616,CALR|CTNNB1|PPP2CB|PSMA3|PSMC1|PSMC4|TRIM21|HSP90B1|VCP|CUL5|PJA2|RBCK1,-3.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051494,negative regulation of cytoskeleton organization,19_GO:0048519 negative regulation of biological process,-4.6,6.7,6.3,30244,159,226,8,3.5,1.2,829|830|832|1859|6709|6712|10382|10432,CAPZA1|CAPZA2|CAPZB|DYRK1A|SPTAN1|SPTBN2|TUBB4A|RBM14,-3.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048207,"vesicle targeting, rough ER to cis-Golgi",19_GO:0051179 localization,-4.5,22,9.1,30244,24,226,4,1.8,0.88,5537|9919|10342|89866,PPP6C|SEC16A|TFG|SEC16B,-3.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048208,COPII vesicle coating,19_GO:0051179 localization,-4.5,22,9.1,30244,24,226,4,1.8,0.88,5537|9919|10342|89866,PPP6C|SEC16A|TFG|SEC16B,-3.3
MyList_MCODE_ALL,Canonical Pathways,11,M66,PID MYC ACTIV PATHWAY,,-4.5,10,7.1,30244,79,226,6,2.7,1.1,790|1981|3320|7037|8607|10075,CAD|EIF4G1|HSP90AA1|TFRC|RUVBL1|HUWE1,-3.3
MyList_MCODE_ALL,WikiPathways,27,WP706,Sudden infant death syndrome (SIDS) susceptibility pathways,,-4.5,6.7,6.3,30244,160,226,8,3.5,1.2,1499|4791|5573|7018|7184|7529|7531|7532,CTNNB1|NFKB2|PRKAR1A|TF|HSP90B1|YWHAB|YWHAE|YWHAG,-3.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0009725,response to hormone,19_GO:0050896 response to stimulus,-4.5,3.1,5.1,30244,788,226,18,8,1.8,31|38|811|857|1460|1495|1508|2058|3301|3320|5573|5747|5931|6599|7532|8890|8891|10432,ACACA|ACAT1|CALR|CAV1|CSNK2B|CTNNA1|CTSB|EPRS1|DNAJA1|HSP90AA1|PRKAR1A|PTK2|RBBP7|SMARCC1|YWHAG|EIF2B4|EIF2B3|RBM14,-3.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,19_GO:0050896 response to stimulus,-4.5,5.1,5.8,30244,262,226,10,4.4,1.4,1499|3654|6737|7037|7186|8878|9100|10342|10616|84962,CTNNB1|IRAK1|TRIM21|TFRC|TRAF2|SQSTM1|USP10|TFG|RBCK1|AJUBA,-3.2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,,-4.5,10,7,30244,80,226,6,2.7,1.1,1974|1981|3836|3839|6396|9631,EIF4A2|EIF4G1|KPNA1|KPNA3|SEC13|NUP155,-3.2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-438064,Post NMDA receptor activation events,,-4.5,10,7,30244,80,226,6,2.7,1.1,5573|7280|7846|10382|84617|347733,PRKAR1A|TUBB2A|TUBA1A|TUBB4A|TUBB6|TUBB2B,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0009165,nucleotide biosynthetic process,19_GO:0008152 metabolic process,-4.5,5.1,5.8,30244,263,226,10,4.4,1.4,31|38|506|790|1503|2181|2617|3615|3735|56474,ACACA|ACAT1|ATP5F1B|CAD|CTPS1|ACSL3|GARS1|IMPDH2|KARS1|CTPS2,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0010638,positive regulation of organelle organization,19_GO:0048518 positive regulation of biological process,-4.5,3.7,5.3,30244,508,226,14,6.2,1.6,1499|2017|4848|6950|8607|9738|10155|10575|10576|10694|23019|51429|57472|246175,CTNNB1|CTTN|CNOT2|TCP1|RUVBL1|CCP110|TRIM28|CCT4|CCT2|CCT8|CNOT1|SNX9|CNOT6|CNOT6L,-3.2
MyList_MCODE_ALL,WikiPathways,27,WP5300,TROP2 regulatory signaling,,-4.5,14,7.7,30244,49,226,5,2.2,0.98,1499|5747|7094|7431|10399,CTNNB1|PTK2|TLN1|VIM|RACK1,-3.2
MyList_MCODE_ALL,Canonical Pathways,11,M136,PID FOXO PATHWAY,,-4.5,14,7.7,30244,49,226,5,2.2,0.98,1499|7514|7529|7531|7532,CTNNB1|XPO1|YWHAB|YWHAE|YWHAG,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:1902904,negative regulation of supramolecular fiber organization,19_GO:0048519 negative regulation of biological process,-4.5,6.6,6.2,30244,163,226,8,3.5,1.2,829|830|832|1859|3949|6709|6712|10382,CAPZA1|CAPZA2|CAPZB|DYRK1A|LDLR|SPTAN1|SPTBN2|TUBB4A,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-4.5,3.2,5.1,30244,721,226,17,7.5,1.8,829|830|832|857|1859|3949|5783|6709|6712|7037|7431|9100|9738|10075|10382|10399|10432,CAPZA1|CAPZA2|CAPZB|CAV1|DYRK1A|LDLR|PTPN13|SPTAN1|SPTBN2|TFRC|VIM|USP10|CCP110|HUWE1|TUBB4A|RACK1|RBM14,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:1901293,nucleoside phosphate biosynthetic process,19_GO:0008152 metabolic process,-4.5,5,5.7,30244,265,226,10,4.4,1.4,31|38|506|790|1503|2181|2617|3615|3735|56474,ACACA|ACAT1|ATP5F1B|CAD|CTPS1|ACSL3|GARS1|IMPDH2|KARS1|CTPS2,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0032527,protein exit from endoplasmic reticulum,19_GO:0051179 localization,-4.5,21,8.9,30244,25,226,4,1.8,0.88,6396|7184|7415|9919,SEC13|HSP90B1|VCP|SEC16A,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006541,glutamine metabolic process,19_GO:0008152 metabolic process,-4.5,21,8.9,30244,25,226,4,1.8,0.88,790|1503|2673|56474,CAD|CTPS1|GFPT1|CTPS2,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-4.5,4.2,5.5,30244,382,226,12,5.3,1.5,351|829|830|832|1859|2017|3949|6050|6709|6712|10382|51429,APP|CAPZA1|CAPZA2|CAPZB|DYRK1A|CTTN|LDLR|RNH1|SPTAN1|SPTBN2|TUBB4A|SNX9,-3.2
MyList_MCODE_ALL,KEGG Pathway,24,hsa05012,Parkinson disease,,-4.5,5,5.7,30244,266,226,10,4.4,1.4,506|5684|5700|5704|7280|7385|7846|10382|84617|347733,ATP5F1B|PSMA3|PSMC1|PSMC4|TUBB2A|UQCRC2|TUBA1A|TUBB4A|TUBB6|TUBB2B,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:1902115,regulation of organelle assembly,19_GO:0050789 regulation of biological process,-4.5,5.7,5.9,30244,213,226,9,4,1.3,1540|4848|6712|9100|9738|10432|23019|57472|246175,CYLD|CNOT2|SPTBN2|USP10|CCP110|RBM14|CNOT1|CNOT6|CNOT6L,-3.2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5683057,MAPK family signaling cascades,,-4.4,4.5,5.6,30244,325,226,11,4.9,1.4,5516|5518|5684|5700|5704|5747|6709|6712|7094|7514|7529,PPP2CB|PPP2R1A|PSMA3|PSMC1|PSMC4|PTK2|SPTAN1|SPTBN2|TLN1|XPO1|YWHAB,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0031647,regulation of protein stability,19_GO:0065007 biological regulation,-4.4,4.5,5.5,30244,326,226,11,4.9,1.4,811|3320|6737|6950|7018|8239|8607|9919|10575|10576|10694,CALR|HSP90AA1|TRIM21|TCP1|TF|USP9X|RUVBL1|SEC16A|CCT4|CCT2|CCT8,-3.2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-195253,Degradation of beta-catenin by the destruction complex,,-4.4,9.7,6.9,30244,83,226,6,2.7,1.1,1499|5516|5518|5684|5700|5704,CTNNB1|PPP2CB|PPP2R1A|PSMA3|PSMC1|PSMC4,-3.2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-69481,G2/M Checkpoints,,-4.4,6.4,6.1,30244,167,226,8,3.5,1.2,5684|5700|5704|6117|6118|7529|7531|7532,PSMA3|PSMC1|PSMC4|RPA1|RPA2|YWHAB|YWHAE|YWHAG,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0044403,biological process involved in symbiotic interaction,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.4,5,5.7,30244,270,226,10,4.4,1.4,558|857|1508|2060|2194|3839|3921|3949|6950|7037,AXL|CAV1|CTSB|EPS15|FASN|KPNA3|RPSA|LDLR|TCP1|TFRC,-3.2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-180786,Extension of Telomeres,,-4.4,13,7.5,30244,51,226,5,2.2,0.98,5537|6117|6118|8607|23243,PPP6C|RPA1|RPA2|RUVBL1|ANKRD28,-3.2
MyList_MCODE_ALL,Canonical Pathways,11,M220,PID CASPASE PATHWAY,,-4.4,13,7.5,30244,51,226,5,2.2,0.98,351|5747|6709|7186|7431,APP|PTK2|SPTAN1|TRAF2|VIM,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,19_GO:0050789 regulation of biological process,-4.4,3.6,5.2,30244,519,226,14,6.2,1.6,829|830|832|1213|1540|1859|2017|5747|6050|6709|6712|10382|10432|51429,CAPZA1|CAPZA2|CAPZB|CLTC|CYLD|DYRK1A|CTTN|PTK2|RNH1|SPTAN1|SPTBN2|TUBB4A|RBM14|SNX9,-3.1
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-168898,Toll-like Receptor Cascades,,-4.4,6.4,6.1,30244,168,226,8,3.5,1.2,351|1508|3654|4791|5516|5518|7184|7186,APP|CTSB|IRAK1|NFKB2|PPP2CB|PPP2R1A|HSP90B1|TRAF2,-3.1
MyList_MCODE_ALL,WikiPathways,27,WP5115,Network map of SARS-CoV-2 signaling pathway,,-4.4,5.5,5.8,30244,218,226,9,4,1.3,1508|1522|1974|3654|3959|4791|7018|7186|23367,CTSB|CTSZ|EIF4A2|IRAK1|LGALS3BP|NFKB2|TF|TRAF2|LARP1,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051656,establishment of organelle localization,19_GO:0051179 localization,-4.4,4.1,5.4,30244,391,226,12,5.3,1.5,81|1499|4430|4643|5537|7514|7846|9919|10342|22820|26286|89866,ACTN4|CTNNB1|MYO1B|MYO1E|PPP6C|XPO1|TUBA1A|SEC16A|TFG|COPG1|ARFGAP3|SEC16B,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050821,protein stabilization,19_GO:0065007 biological regulation,-4.4,5.5,5.8,30244,219,226,9,4,1.3,811|3320|6950|8239|8607|9919|10575|10576|10694,CALR|HSP90AA1|TCP1|USP9X|RUVBL1|SEC16A|CCT4|CCT2|CCT8,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000387,spliceosomal snRNP assembly,19_GO:0008152 metabolic process,-4.4,13,7.4,30244,52,226,5,2.2,0.98,6632|9733|10419|25929|79084,SNRPD1|SART3|PRMT5|GEMIN5|WDR77,-3.1
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-75153,Apoptotic execution phase,,-4.4,13,7.4,30244,52,226,5,2.2,0.98,1499|3836|5747|6709|7431,CTNNB1|KPNA1|PTK2|SPTAN1|VIM,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0034250,positive regulation of amide metabolic process,19_GO:0048518 positive regulation of biological process,-4.3,6.3,6,30244,171,226,8,3.5,1.2,1981|3276|3646|7431|8663|8664|23107|23367,EIF4G1|PRMT1|EIF3E|VIM|EIF3C|EIF3D|MRPS27|LARP1,-3.1
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-8982491,Glycogen metabolism,,-4.3,20,8.5,30244,27,226,4,1.8,0.88,5255|5256|5257|5261,PHKA1|PHKA2|PHKB|PHKG2,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051028,mRNA transport,19_GO:0051179 localization,-4.3,7.4,6.3,30244,126,226,7,3.1,1.2,4686|5976|6396|7514|9631|55110|220988,NCBP1|UPF1|SEC13|XPO1|NUP155|MAGOHB|HNRNPA3,-3.1
MyList_MCODE_ALL,WikiPathways,27,WP3656,Interleukin-1 induced activation of NF-kB,,-4.3,40,11,30244,10,226,3,1.3,0.76,3654|8878|84962,IRAK1|SQSTM1|AJUBA,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0032210,regulation of telomere maintenance via telomerase,19_GO:0008152 metabolic process,-4.3,13,7.3,30244,53,226,5,2.2,0.98,1499|6950|10575|10576|10694,CTNNB1|TCP1|CCT4|CCT2|CCT8,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0030834,regulation of actin filament depolymerization,19_GO:0050789 regulation of biological process,-4.3,13,7.3,30244,53,226,5,2.2,0.98,829|830|832|6709|6712,CAPZA1|CAPZA2|CAPZB|SPTAN1|SPTBN2,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0034976,response to endoplasmic reticulum stress,19_GO:0050896 response to stimulus,-4.3,5.4,5.7,30244,223,226,9,4,1.3,811|1981|5034|5516|7184|7186|7415|9919|55161,CALR|EIF4G1|P4HB|PPP2CB|HSP90B1|TRAF2|VCP|SEC16A|TMEM33,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0032092,positive regulation of protein binding,19_GO:0065007 biological regulation,-4.3,9.2,6.7,30244,87,226,6,2.7,1.1,351|857|5516|6737|8239|10155,APP|CAV1|PPP2CB|TRIM21|USP9X|TRIM28,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,19_GO:0008152 metabolic process,-4.3,6.2,5.9,30244,173,226,8,3.5,1.2,857|5747|6599|7415|7514|8239|8667|10399,CAV1|PTK2|SMARCC1|VCP|XPO1|USP9X|EIF3H|RACK1,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048511,rhythmic process,19_GO:0048511 rhythmic process,-4.3,4.8,5.5,30244,279,226,10,4.4,1.4,558|1859|2673|3615|4791|8239|9500|10075|10399|10419,AXL|DYRK1A|GFPT1|IMPDH2|NFKB2|USP9X|MAGED1|HUWE1|RACK1|PRMT5,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0034329,cell junction assembly,19_GO:0009987 cellular process,-4.3,4.8,5.5,30244,279,226,10,4.4,1.4,87|351|829|1495|1499|2017|6712|7094|7205|84962,ACTN1|APP|CAPZA1|CTNNA1|CTNNB1|CTTN|SPTBN2|TLN1|TRIP6|AJUBA,-3.1
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5620924,Intraflagellar transport,,-4.3,12,7.3,30244,54,226,5,2.2,0.98,7280|7846|10382|84617|347733,TUBB2A|TUBA1A|TUBB4A|TUBB6|TUBB2B,-3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,,-4.3,9.1,6.6,30244,88,226,6,2.7,1.1,1981|5684|5700|5704|7514|7529,EIF4G1|PSMA3|PSMC1|PSMC4|XPO1|YWHAB,-3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5673001,RAF/MAP kinase cascade,,-4.3,4.8,5.5,30244,280,226,10,4.4,1.4,5516|5518|5684|5700|5704|5747|6709|6712|7094|7529,PPP2CB|PPP2R1A|PSMA3|PSMC1|PSMC4|PTK2|SPTAN1|SPTBN2|TLN1|YWHAB,-3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-114608,Platelet degranulation,,-4.3,7.3,6.2,30244,129,226,7,3.1,1.2,81|87|351|813|3959|7018|7094,ACTN4|ACTN1|APP|CALU|LGALS3BP|TF|TLN1,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0001666,response to hypoxia,19_GO:0050896 response to stimulus,-4.3,4.8,5.5,30244,281,226,10,4.4,1.4,81|857|3654|4017|5034|5230|7037|7184|8994|84962,ACTN4|CAV1|IRAK1|LOXL2|P4HB|PGK1|TFRC|HSP90B1|LIMD1|AJUBA,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,19_GO:0008152 metabolic process,-4.2,4.3,5.3,30244,341,226,11,4.9,1.4,811|1499|5516|5684|5700|5704|7184|7415|8065|9867|10616,CALR|CTNNB1|PPP2CB|PSMA3|PSMC1|PSMC4|HSP90B1|VCP|CUL5|PJA2|RBCK1,-3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,,-4.2,12,7.2,30244,55,226,5,2.2,0.98,1213|5573|8878|10342|22872,CLTC|PRKAR1A|SQSTM1|TFG|SEC31A,-3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9700206,Signaling by ALK in cancer,,-4.2,12,7.2,30244,55,226,5,2.2,0.98,1213|5573|8878|10342|22872,CLTC|PRKAR1A|SQSTM1|TFG|SEC31A,-3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-69206,G1/S Transition,,-4.2,7.2,6.1,30244,131,226,7,3.1,1.2,5516|5518|5684|5700|5704|6117|6118,PPP2CB|PPP2R1A|PSMA3|PSMC1|PSMC4|RPA1|RPA2,-3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5218920,VEGFR2 mediated vascular permeability,,-4.2,18,8.2,30244,29,226,4,1.8,0.88,857|1495|1499|3320,CAV1|CTNNA1|CTNNB1|HSP90AA1,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048041,focal adhesion assembly,19_GO:0009987 cellular process,-4.2,18,8.2,30244,29,226,4,1.8,0.88,87|2017|7205|84962,ACTN1|CTTN|TRIP6|AJUBA,-3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5684996,MAPK1/MAPK3 signaling,,-4.2,4.7,5.4,30244,286,226,10,4.4,1.4,5516|5518|5684|5700|5704|5747|6709|6712|7094|7529,PPP2CB|PPP2R1A|PSMA3|PSMC1|PSMC4|PTK2|SPTAN1|SPTBN2|TLN1|YWHAB,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0034975,protein folding in endoplasmic reticulum,19_GO:0009987 cellular process,-4.2,36,10,30244,11,226,3,1.3,0.76,811|5034|7184,CALR|P4HB|HSP90B1,-3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,,-4.2,7,6,30244,134,226,7,3.1,1.2,81|87|351|813|3959|7018|7094,ACTN4|ACTN1|APP|CALU|LGALS3BP|TF|TLN1,-2.9
MyList_MCODE_ALL,Canonical Pathways,11,M72,PID NECTIN PATHWAY,,-4.1,18,8,30244,30,226,4,1.8,0.88,1495|1499|5747|7094,CTNNA1|CTNNB1|PTK2|TLN1,-2.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-442755,Activation of NMDA receptors and postsynaptic events,,-4.1,8.6,6.4,30244,93,226,6,2.7,1.1,5573|7280|7846|10382|84617|347733,PRKAR1A|TUBB2A|TUBA1A|TUBB4A|TUBB6|TUBB2B,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-4.1,3.2,4.9,30244,622,226,15,6.6,1.7,857|1540|3320|3654|3735|5747|7037|7186|8890|8891|9867|9958|10432|10616|115004,CAV1|CYLD|HSP90AA1|IRAK1|KARS1|PTK2|TFRC|TRAF2|EIF2B4|EIF2B3|PJA2|USP15|RBM14|RBCK1|CGAS,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0030833,regulation of actin filament polymerization,19_GO:0050789 regulation of biological process,-4.1,6.9,6,30244,136,226,7,3.1,1.2,829|830|832|2017|6709|6712|51429,CAPZA1|CAPZA2|CAPZB|CTTN|SPTAN1|SPTBN2|SNX9,-2.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-381119,Unfolded Protein Response (UPR),,-4.1,8.5,6.4,30244,94,226,6,2.7,1.1,811|1968|2673|7094|7184|22872,CALR|EIF2S3|GFPT1|TLN1|HSP90B1|SEC31A,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0001764,neuron migration,19_GO:0032502 developmental process,-4.1,6.8,5.9,30244,137,226,7,3.1,1.2,558|1499|3320|7531|7846|8239|347733,AXL|CTNNB1|HSP90AA1|YWHAE|TUBA1A|USP9X|TUBB2B,-2.9
MyList_MCODE_ALL,KEGG Pathway,24,hsa04910,Insulin signaling pathway,,-4.1,6.8,5.9,30244,137,226,7,3.1,1.2,31|2194|5255|5256|5257|5261|5573,ACACA|FASN|PHKA1|PHKA2|PHKB|PHKG2|PRKAR1A,-2.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-983189,Kinesins,,-4.1,11,6.9,30244,59,226,5,2.2,0.98,7280|7846|10382|84617|347733,TUBB2A|TUBA1A|TUBB4A|TUBB6|TUBB2B,-2.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,,-4.1,17,7.9,30244,31,226,4,1.8,0.88,857|1499|5516|5518,CAV1|CTNNB1|PPP2CB|PPP2R1A,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0036293,response to decreased oxygen levels,19_GO:0050896 response to stimulus,-4.1,4.5,5.3,30244,295,226,10,4.4,1.4,81|857|3654|4017|5034|5230|7037|7184|8994|84962,ACTN4|CAV1|IRAK1|LOXL2|P4HB|PGK1|TFRC|HSP90B1|LIMD1|AJUBA,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045936,negative regulation of phosphate metabolic process,19_GO:0048519 negative regulation of biological process,-4.1,3.8,5,30244,422,226,12,5.3,1.5,857|1981|3301|5518|5573|5783|5859|7529|7531|7532|10399|84962,CAV1|EIF4G1|DNAJA1|PPP2R1A|PRKAR1A|PTPN13|QARS1|YWHAB|YWHAE|YWHAG|RACK1|AJUBA,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0010563,negative regulation of phosphorus metabolic process,19_GO:0048519 negative regulation of biological process,-4,3.8,5,30244,423,226,12,5.3,1.5,857|1981|3301|5518|5573|5783|5859|7529|7531|7532|10399|84962,CAV1|EIF4G1|DNAJA1|PPP2R1A|PRKAR1A|PTPN13|QARS1|YWHAB|YWHAE|YWHAG|RACK1|AJUBA,-2.8
MyList_MCODE_ALL,KEGG Pathway,24,hsa03015,mRNA surveillance pathway,,-4,8.3,6.2,30244,97,226,6,2.7,1.1,4686|5516|5518|5976|11052|55110,NCBP1|PPP2CB|PPP2R1A|UPF1|CPSF6|MAGOHB,-2.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000723,telomere maintenance,19_GO:0008152 metabolic process,-4,8.3,6.2,30244,97,226,6,2.7,1.1,3320|5976|6117|6118|8607|85456,HSP90AA1|UPF1|RPA1|RPA2|RUVBL1|TNKS1BP1,-2.8
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-975871,MyD88 cascade initiated on plasma membrane,,-4,8.3,6.2,30244,97,226,6,2.7,1.1,351|3654|4791|5516|5518|7186,APP|IRAK1|NFKB2|PPP2CB|PPP2R1A|TRAF2,-2.8
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,,-4,8.3,6.2,30244,97,226,6,2.7,1.1,351|3654|4791|5516|5518|7186,APP|IRAK1|NFKB2|PPP2CB|PPP2R1A|TRAF2,-2.8
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,,-4,8.3,6.2,30244,97,226,6,2.7,1.1,351|3654|4791|5516|5518|7186,APP|IRAK1|NFKB2|PPP2CB|PPP2R1A|TRAF2,-2.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903321,negative regulation of protein modification by small protein conjugation or removal,19_GO:0048519 negative regulation of biological process,-4,8.3,6.2,30244,97,226,6,2.7,1.1,857|1499|3301|6224|6737|8878,CAV1|CTNNB1|DNAJA1|RPS20|TRIM21|SQSTM1,-2.8
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-73886,Chromosome Maintenance,,-4,6.7,5.9,30244,140,226,7,3.1,1.2,5437|5537|5931|6117|6118|8607|23243,POLR2H|PPP6C|RBBP7|RPA1|RPA2|RUVBL1|ANKRD28,-2.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048026,"positive regulation of mRNA splicing, via spliceosome",19_GO:0048518 positive regulation of biological process,-4,17,7.7,30244,32,226,4,1.8,0.88,4686|10419|29896|79084,NCBP1|PRMT5|TRA2A|WDR77,-2.8
