ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006346	DNA methylation-dependent heterochromatin formation	1/53	35/18888	0.0937474898150064	0.277447928190602	0.239655237121069	MBD3	1
GO:0008340	determination of adult lifespan	1/53	35/18888	0.0937474898150064	0.277447928190602	0.239655237121069	CGAS	1
GO:0032212	positive regulation of telomere maintenance via telomerase	1/53	35/18888	0.0937474898150064	0.277447928190602	0.239655237121069	AURKB	1
GO:0032633	interleukin-4 production	1/53	35/18888	0.0937474898150064	0.277447928190602	0.239655237121069	SYK	1
GO:0032673	regulation of interleukin-4 production	1/53	35/18888	0.0937474898150064	0.277447928190602	0.239655237121069	SYK	1
GO:0045577	regulation of B cell differentiation	1/53	35/18888	0.0937474898150064	0.277447928190602	0.239655237121069	SYK	1
GO:0060122	inner ear receptor cell stereocilium organization	1/53	35/18888	0.0937474898150064	0.277447928190602	0.239655237121069	CTHRC1	1
GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	1/53	35/18888	0.0937474898150064	0.277447928190602	0.239655237121069	SYK	1
GO:0086005	ventricular cardiac muscle cell action potential	1/53	35/18888	0.0937474898150064	0.277447928190602	0.239655237121069	PKP2	1
GO:0002833	positive regulation of response to biotic stimulus	3/53	390/18888	0.096275777718052	0.280973930126685	0.242700943158927	AURKB/CGAS/SYK	3
GO:0032232	negative regulation of actin filament bundle assembly	1/53	36/18888	0.0962951683298212	0.280973930126685	0.242700943158927	F11R	1
GO:0033687	osteoblast proliferation	1/53	36/18888	0.0962951683298212	0.280973930126685	0.242700943158927	CTHRC1	1
GO:0034367	protein-containing complex remodeling	1/53	36/18888	0.0962951683298212	0.280973930126685	0.242700943158927	DIAPH3	1
GO:0051968	positive regulation of synaptic transmission, glutamatergic	1/53	36/18888	0.0962951683298212	0.280973930126685	0.242700943158927	KMO	1
GO:2000780	negative regulation of double-strand break repair	1/53	36/18888	0.0962951683298212	0.280973930126685	0.242700943158927	CGAS	1
GO:0002700	regulation of production of molecular mediator of immune response	2/53	187/18888	0.0968401761394076	0.281772760671775	0.243390960651404	CGAS/SYK	2
GO:0000070	mitotic sister chromatid segregation	2/53	188/18888	0.0977116661163938	0.281772760671775	0.243390960651404	AURKB/UHRF1	2
GO:0017157	regulation of exocytosis	2/53	188/18888	0.0977116661163938	0.281772760671775	0.243390960651404	SDC1/SYK	2
GO:0048771	tissue remodeling	2/53	188/18888	0.0977116661163938	0.281772760671775	0.243390960651404	CTHRC1/SYK	2
GO:0007095	mitotic G2 DNA damage checkpoint signaling	1/53	37/18888	0.0988358195115798	0.281772760671775	0.243390960651404	UIMC1	1
GO:0070229	negative regulation of lymphocyte apoptotic process	1/53	37/18888	0.0988358195115798	0.281772760671775	0.243390960651404	AURKB	1
GO:0070670	response to interleukin-4	1/53	37/18888	0.0988358195115798	0.281772760671775	0.243390960651404	MCM2	1
GO:0071404	cellular response to low-density lipoprotein particle stimulus	1/53	37/18888	0.0988358195115798	0.281772760671775	0.243390960651404	SYK	1
GO:0072529	pyrimidine-containing compound catabolic process	1/53	37/18888	0.0988358195115798	0.281772760671775	0.243390960651404	DUT	1
GO:1902275	regulation of chromatin organization	1/53	37/18888	0.0988358195115798	0.281772760671775	0.243390960651404	CDK2	1
GO:1902107	positive regulation of leukocyte differentiation	2/53	190/18888	0.0994614396932629	0.282164814060039	0.243729610315654	FOXO3/SYK	2
GO:1903708	positive regulation of hemopoiesis	2/53	190/18888	0.0994614396932629	0.282164814060039	0.243729610315654	FOXO3/SYK	2
GO:0050900	leukocyte migration	3/53	396/18888	0.099654347041317	0.282164814060039	0.243729610315654	F11R/MTUS1/SYK	3
GO:0006979	response to oxidative stress	3/53	398/18888	0.100791269692337	0.283151105008241	0.244581553210319	FANCD2/FOXO3/SDC1	3
GO:0071897	DNA biosynthetic process	2/53	192/18888	0.101220145213161	0.283151105008241	0.244581553210319	AURKB/TK1	2
GO:0035633	maintenance of blood-brain barrier	1/53	38/18888	0.101369462372218	0.283151105008241	0.244581553210319	F11R	1
GO:0045738	negative regulation of DNA repair	1/53	38/18888	0.101369462372218	0.283151105008241	0.244581553210319	CGAS	1
GO:0055094	response to lipoprotein particle	1/53	38/18888	0.101369462372218	0.283151105008241	0.244581553210319	SYK	1
GO:1904358	positive regulation of telomere maintenance via telomere lengthening	1/53	38/18888	0.101369462372218	0.283151105008241	0.244581553210319	AURKB	1
GO:0001701	in utero embryonic development	3/53	401/18888	0.102506600040602	0.283830487978984	0.245168393732112	DIAPH3/GINS4/MBD3	3
GO:0050777	negative regulation of immune response	2/53	194/18888	0.102987632396348	0.283830487978984	0.245168393732112	AURKB/SYK	2
GO:0051260	protein homooligomerization	2/53	195/18888	0.103874622517473	0.283830487978984	0.245168393732112	KCTD12/TK1	2
GO:0007143	female meiotic nuclear division	1/53	39/18888	0.10389611587324	0.283830487978984	0.245168393732112	TOP2A	1
GO:0016233	telomere capping	1/53	39/18888	0.10389611587324	0.283830487978984	0.245168393732112	AURKB	1
GO:0031111	negative regulation of microtubule polymerization or depolymerization	1/53	39/18888	0.10389611587324	0.283830487978984	0.245168393732112	DIAPH3	1
GO:0035025	positive regulation of Rho protein signal transduction	1/53	39/18888	0.10389611587324	0.283830487978984	0.245168393732112	F11R	1
GO:0050892	intestinal absorption	1/53	39/18888	0.10389611587324	0.283830487978984	0.245168393732112	F11R	1
GO:0051938	L-glutamate import	1/53	39/18888	0.10389611587324	0.283830487978984	0.245168393732112	KMO	1
GO:0051954	positive regulation of amine transport	1/53	39/18888	0.10389611587324	0.283830487978984	0.245168393732112	KMO	1
GO:0008154	actin polymerization or depolymerization	2/53	196/18888	0.104763752308715	0.284462017343736	0.245713899047814	DIAPH3/WIPF1	2
GO:0045664	regulation of neuron differentiation	2/53	196/18888	0.104763752308715	0.284462017343736	0.245713899047814	FOXO3/ZHX2	2
GO:0007051	spindle organization	2/53	197/18888	0.105655003361944	0.284462017343736	0.245713899047814	AURKB/UHRF1	2
GO:0140013	meiotic nuclear division	2/53	197/18888	0.105655003361944	0.284462017343736	0.245713899047814	FANCD2/TOP2A	2
GO:0040001	establishment of mitotic spindle localization	1/53	40/18888	0.106415798925855	0.284462017343736	0.245713899047814	SAPCD2	1
GO:0048246	macrophage chemotaxis	1/53	40/18888	0.106415798925855	0.284462017343736	0.245713899047814	MTUS1	1
GO:0051385	response to mineralocorticoid	1/53	40/18888	0.106415798925855	0.284462017343736	0.245713899047814	FOXO3	1
GO:0071459	protein localization to chromosome, centromeric region	1/53	40/18888	0.106415798925855	0.284462017343736	0.245713899047814	AURKB	1
GO:0086091	regulation of heart rate by cardiac conduction	1/53	40/18888	0.106415798925855	0.284462017343736	0.245713899047814	PKP2	1
GO:1903115	regulation of actin filament-based movement	1/53	40/18888	0.106415798925855	0.284462017343736	0.245713899047814	PKP2	1
GO:0009394	2'-deoxyribonucleotide metabolic process	1/53	41/18888	0.108928530391099	0.287843464828661	0.248634741182398	DUT	1
GO:0032781	positive regulation of ATP-dependent activity	1/53	41/18888	0.108928530391099	0.287843464828661	0.248634741182398	UHRF1	1
GO:0071402	cellular response to lipoprotein particle stimulus	1/53	41/18888	0.108928530391099	0.287843464828661	0.248634741182398	SYK	1
GO:0051701	biological process involved in interaction with host	2/53	202/18888	0.110142439057096	0.287843464828661	0.248634741182398	F11R/HAVCR1	2
GO:0000302	response to reactive oxygen species	2/53	203/18888	0.111046035730866	0.287843464828661	0.248634741182398	FOXO3/SDC1	2
GO:0009749	response to glucose	2/53	203/18888	0.111046035730866	0.287843464828661	0.248634741182398	COL6A3/FOXO3	2
GO:0009262	deoxyribonucleotide metabolic process	1/53	42/18888	0.111434329079976	0.287843464828661	0.248634741182398	DUT	1
GO:0019692	deoxyribose phosphate metabolic process	1/53	42/18888	0.111434329079976	0.287843464828661	0.248634741182398	DUT	1
GO:0032733	positive regulation of interleukin-10 production	1/53	42/18888	0.111434329079976	0.287843464828661	0.248634741182398	SYK	1
GO:0032735	positive regulation of interleukin-12 production	1/53	42/18888	0.111434329079976	0.287843464828661	0.248634741182398	SYK	1
GO:0042119	neutrophil activation	1/53	42/18888	0.111434329079976	0.287843464828661	0.248634741182398	SYK	1
GO:0050691	regulation of defense response to virus by host	1/53	42/18888	0.111434329079976	0.287843464828661	0.248634741182398	CGAS	1
GO:0051294	establishment of spindle orientation	1/53	42/18888	0.111434329079976	0.287843464828661	0.248634741182398	SAPCD2	1
GO:0048469	cell maturation	2/53	205/18888	0.11285919544989	0.287843464828661	0.248634741182398	DIAPH3/FOXO3	2
GO:0007159	leukocyte cell-cell adhesion	3/53	419/18888	0.113043059128695	0.287843464828661	0.248634741182398	F11R/FOXO3/SYK	3
GO:0006836	neurotransmitter transport	2/53	206/18888	0.113768723068259	0.287843464828661	0.248634741182398	KMO/SLC6A6	2
GO:0007099	centriole replication	1/53	43/18888	0.113933213753581	0.287843464828661	0.248634741182398	CDK2	1
GO:0010453	regulation of cell fate commitment	1/53	43/18888	0.113933213753581	0.287843464828661	0.248634741182398	MBD3	1
GO:0032506	cytokinetic process	1/53	43/18888	0.113933213753581	0.287843464828661	0.248634741182398	AURKB	1
GO:0042554	superoxide anion generation	1/53	43/18888	0.113933213753581	0.287843464828661	0.248634741182398	SYK	1
GO:0045124	regulation of bone resorption	1/53	43/18888	0.113933213753581	0.287843464828661	0.248634741182398	SYK	1
GO:0045740	positive regulation of DNA replication	1/53	43/18888	0.113933213753581	0.287843464828661	0.248634741182398	CDK2	1
GO:0046640	regulation of alpha-beta T cell proliferation	1/53	43/18888	0.113933213753581	0.287843464828661	0.248634741182398	SYK	1
GO:0048821	erythrocyte development	1/53	43/18888	0.113933213753581	0.287843464828661	0.248634741182398	DIAPH3	1
GO:0051955	regulation of amino acid transport	1/53	43/18888	0.113933213753581	0.287843464828661	0.248634741182398	KMO	1
GO:1903307	positive regulation of regulated secretory pathway	1/53	43/18888	0.113933213753581	0.287843464828661	0.248634741182398	SYK	1
GO:1904646	cellular response to amyloid-beta	1/53	43/18888	0.113933213753581	0.287843464828661	0.248634741182398	FOXO3	1
GO:0009746	response to hexose	2/53	208/18888	0.115593585857122	0.290013081126606	0.250508822245957	COL6A3/FOXO3	2
GO:1903706	regulation of hemopoiesis	3/53	424/18888	0.116042086601573	0.290013081126606	0.250508822245957	FANCD2/FOXO3/SYK	3
GO:0051972	regulation of telomerase activity	1/53	44/18888	0.116425203123231	0.290013081126606	0.250508822245957	AURKB	1
GO:0071548	response to dexamethasone	1/53	44/18888	0.116425203123231	0.290013081126606	0.250508822245957	FOXO3	1
GO:1901976	regulation of cell cycle checkpoint	1/53	44/18888	0.116425203123231	0.290013081126606	0.250508822245957	AURKB	1
GO:1904037	positive regulation of epithelial cell apoptotic process	1/53	44/18888	0.116425203123231	0.290013081126606	0.250508822245957	FOXO3	1
GO:1905521	regulation of macrophage migration	1/53	44/18888	0.116425203123231	0.290013081126606	0.250508822245957	MTUS1	1
GO:0030261	chromosome condensation	1/53	45/18888	0.118910315850597	0.29295047202744	0.253046095158563	TOP2A	1
GO:0032309	icosanoid secretion	1/53	45/18888	0.118910315850597	0.29295047202744	0.253046095158563	SYK	1
GO:0042149	cellular response to glucose starvation	1/53	45/18888	0.118910315850597	0.29295047202744	0.253046095158563	FOXO3	1
GO:0043300	regulation of leukocyte degranulation	1/53	45/18888	0.118910315850597	0.29295047202744	0.253046095158563	SYK	1
GO:1903426	regulation of reactive oxygen species biosynthetic process	1/53	45/18888	0.118910315850597	0.29295047202744	0.253046095158563	FOXO3	1
GO:0045216	cell-cell junction organization	2/53	213/18888	0.120188808487186	0.29295047202744	0.253046095158563	F11R/PKP2	2
GO:0030098	lymphocyte differentiation	3/53	432/18888	0.120903516863707	0.29295047202744	0.253046095158563	FANCD2/FOXO3/SYK	3
GO:0007019	microtubule depolymerization	1/53	46/18888	0.121388570547827	0.29295047202744	0.253046095158563	DIAPH3	1
GO:0007094	mitotic spindle assembly checkpoint signaling	1/53	46/18888	0.121388570547827	0.29295047202744	0.253046095158563	AURKB	1
GO:0032892	positive regulation of organic acid transport	1/53	46/18888	0.121388570547827	0.29295047202744	0.253046095158563	KMO	1
GO:0042789	mRNA transcription by RNA polymerase II	1/53	46/18888	0.121388570547827	0.29295047202744	0.253046095158563	HLTF	1
GO:0045601	regulation of endothelial cell differentiation	1/53	46/18888	0.121388570547827	0.29295047202744	0.253046095158563	F11R	1
GO:0045646	regulation of erythrocyte differentiation	1/53	46/18888	0.121388570547827	0.29295047202744	0.253046095158563	FOXO3	1
GO:0046633	alpha-beta T cell proliferation	1/53	46/18888	0.121388570547827	0.29295047202744	0.253046095158563	SYK	1
GO:0071173	spindle assembly checkpoint signaling	1/53	46/18888	0.121388570547827	0.29295047202744	0.253046095158563	AURKB	1
GO:0071174	mitotic spindle checkpoint signaling	1/53	46/18888	0.121388570547827	0.29295047202744	0.253046095158563	AURKB	1
GO:0006282	regulation of DNA repair	2/53	215/18888	0.122039762664309	0.29295047202744	0.253046095158563	CGAS/UIMC1	2
GO:0034284	response to monosaccharide	2/53	215/18888	0.122039762664309	0.29295047202744	0.253046095158563	COL6A3/FOXO3	2
GO:0002064	epithelial cell development	2/53	216/18888	0.122967928559386	0.29295047202744	0.253046095158563	F11R/SDC1	2
GO:1901605	alpha-amino acid metabolic process	2/53	216/18888	0.122967928559386	0.29295047202744	0.253046095158563	KMO/PRODH	2
GO:0031577	spindle checkpoint signaling	1/53	47/18888	0.123859985777684	0.29295047202744	0.253046095158563	AURKB	1
GO:0032467	positive regulation of cytokinesis	1/53	47/18888	0.123859985777684	0.29295047202744	0.253046095158563	AURKB	1
GO:0055010	ventricular cardiac muscle tissue morphogenesis	1/53	47/18888	0.123859985777684	0.29295047202744	0.253046095158563	PKP2	1
GO:0060119	inner ear receptor cell development	1/53	47/18888	0.123859985777684	0.29295047202744	0.253046095158563	CTHRC1	1
GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	1/53	47/18888	0.123859985777684	0.29295047202744	0.253046095158563	PRODH	1
GO:1903046	meiotic cell cycle process	2/53	218/18888	0.12482955392412	0.29295047202744	0.253046095158563	FANCD2/TOP2A	2
GO:0045088	regulation of innate immune response	3/53	440/18888	0.125840499578701	0.29295047202744	0.253046095158563	AURKB/CGAS/SYK	3
GO:0002861	regulation of inflammatory response to antigenic stimulus	1/53	48/18888	0.126324580053667	0.29295047202744	0.253046095158563	SYK	1
GO:0006305	DNA alkylation	1/53	48/18888	0.126324580053667	0.29295047202744	0.253046095158563	MBD3	1
GO:0006306	DNA methylation	1/53	48/18888	0.126324580053667	0.29295047202744	0.253046095158563	MBD3	1
GO:0033046	negative regulation of sister chromatid segregation	1/53	48/18888	0.126324580053667	0.29295047202744	0.253046095158563	AURKB	1
GO:0033048	negative regulation of mitotic sister chromatid segregation	1/53	48/18888	0.126324580053667	0.29295047202744	0.253046095158563	AURKB	1
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	1/53	48/18888	0.126324580053667	0.29295047202744	0.253046095158563	AURKB	1
GO:0098534	centriole assembly	1/53	48/18888	0.126324580053667	0.29295047202744	0.253046095158563	CDK2	1
GO:0140718	facultative heterochromatin formation	1/53	48/18888	0.126324580053667	0.29295047202744	0.253046095158563	MBD3	1
GO:1990090	cellular response to nerve growth factor stimulus	1/53	48/18888	0.126324580053667	0.29295047202744	0.253046095158563	FOXO3	1
GO:2000816	negative regulation of mitotic sister chromatid separation	1/53	48/18888	0.126324580053667	0.29295047202744	0.253046095158563	AURKB	1
GO:0006911	phagocytosis, engulfment	1/53	49/18888	0.12878237184014	0.294800162425955	0.254643829169221	HAVCR1	1
GO:0031297	replication fork processing	1/53	49/18888	0.12878237184014	0.294800162425955	0.254643829169221	NUCKS1	1
GO:0033628	regulation of cell adhesion mediated by integrin	1/53	49/18888	0.12878237184014	0.294800162425955	0.254643829169221	SYK	1
GO:0036230	granulocyte activation	1/53	49/18888	0.12878237184014	0.294800162425955	0.254643829169221	SYK	1
GO:0044788	modulation by host of viral process	1/53	49/18888	0.12878237184014	0.294800162425955	0.254643829169221	NUCKS1	1
GO:0045910	negative regulation of DNA recombination	1/53	49/18888	0.12878237184014	0.294800162425955	0.254643829169221	CGAS	1
GO:0061028	establishment of endothelial barrier	1/53	49/18888	0.12878237184014	0.294800162425955	0.254643829169221	F11R	1
GO:0009299	mRNA transcription	1/53	50/18888	0.131233379552464	0.295350926009476	0.25511957024996	HLTF	1
GO:0022602	ovulation cycle process	1/53	50/18888	0.131233379552464	0.295350926009476	0.25511957024996	FOXO3	1
GO:0043330	response to exogenous dsRNA	1/53	50/18888	0.131233379552464	0.295350926009476	0.25511957024996	CGAS	1
GO:0051985	negative regulation of chromosome segregation	1/53	50/18888	0.131233379552464	0.295350926009476	0.25511957024996	AURKB	1
GO:0060071	Wnt signaling pathway, planar cell polarity pathway	1/53	50/18888	0.131233379552464	0.295350926009476	0.25511957024996	CTHRC1	1
GO:0061082	myeloid leukocyte cytokine production	1/53	50/18888	0.131233379552464	0.295350926009476	0.25511957024996	SYK	1
GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	1/53	50/18888	0.131233379552464	0.295350926009476	0.25511957024996	AURKB	1
GO:1905819	negative regulation of chromosome separation	1/53	50/18888	0.131233379552464	0.295350926009476	0.25511957024996	AURKB	1
GO:1990089	response to nerve growth factor	1/53	50/18888	0.131233379552464	0.295350926009476	0.25511957024996	FOXO3	1
GO:0072330	monocarboxylic acid biosynthetic process	2/53	225/18888	0.131399084540016	0.295350926009476	0.25511957024996	KMO/SCD	2
GO:0007163	establishment or maintenance of cell polarity	2/53	226/18888	0.132344207712035	0.296187671293228	0.255842337908365	SAPCD2/DIAPH3	2
GO:0007596	blood coagulation	2/53	226/18888	0.132344207712035	0.296187671293228	0.255842337908365	F11R/SYK	2
GO:0015711	organic anion transport	3/53	451/18888	0.132748053090038	0.296187671293228	0.255842337908365	KMO/SLC6A6/SYK	3
GO:0044772	mitotic cell cycle phase transition	3/53	451/18888	0.132748053090038	0.296187671293228	0.255842337908365	AURKB/CDK2/UIMC1	3
GO:0006636	unsaturated fatty acid biosynthetic process	1/53	51/18888	0.133677621557121	0.296187671293228	0.255842337908365	SCD	1
GO:0019083	viral transcription	1/53	51/18888	0.133677621557121	0.296187671293228	0.255842337908365	NUCKS1	1
GO:0046850	regulation of bone remodeling	1/53	51/18888	0.133677621557121	0.296187671293228	0.255842337908365	SYK	1
GO:0089718	amino acid import across plasma membrane	1/53	51/18888	0.133677621557121	0.296187671293228	0.255842337908365	SLC6A6	1
GO:0010720	positive regulation of cell development	3/53	454/18888	0.134655201238665	0.297822802739609	0.257254739208538	F11R/FOXO3/SYK	3
GO:0008608	attachment of spindle microtubules to kinetochore	1/53	52/18888	0.13611511617184	0.298924186221903	0.25820609725735	AURKB	1
GO:0010332	response to gamma radiation	1/53	52/18888	0.13611511617184	0.298924186221903	0.25820609725735	FANCD2	1
GO:0043303	mast cell degranulation	1/53	52/18888	0.13611511617184	0.298924186221903	0.25820609725735	SYK	1
GO:1904263	positive regulation of TORC1 signaling	1/53	52/18888	0.13611511617184	0.298924186221903	0.25820609725735	SYK	1
GO:0050817	coagulation	2/53	231/18888	0.137093598305818	0.300490719591748	0.259559244598029	F11R/SYK	2
GO:0000959	mitochondrial RNA metabolic process	1/53	53/18888	0.138545881665729	0.300490719591748	0.259559244598029	FOXO3	1
GO:0006220	pyrimidine nucleotide metabolic process	1/53	53/18888	0.138545881665729	0.300490719591748	0.259559244598029	DUT	1
GO:0007129	homologous chromosome pairing at meiosis	1/53	53/18888	0.138545881665729	0.300490719591748	0.259559244598029	FANCD2	1
GO:0044818	mitotic G2/M transition checkpoint	1/53	53/18888	0.138545881665729	0.300490719591748	0.259559244598029	UIMC1	1
GO:0048260	positive regulation of receptor-mediated endocytosis	1/53	53/18888	0.138545881665729	0.300490719591748	0.259559244598029	SYK	1
GO:0050850	positive regulation of calcium-mediated signaling	1/53	53/18888	0.138545881665729	0.300490719591748	0.259559244598029	SYK	1
GO:0007599	hemostasis	2/53	233/18888	0.139004154276151	0.300490719591748	0.259559244598029	F11R/SYK	2
GO:0008406	gonad development	2/53	233/18888	0.139004154276151	0.300490719591748	0.259559244598029	FOXO3/SDC1	2
GO:0033047	regulation of mitotic sister chromatid segregation	1/53	54/18888	0.140969936259396	0.30211315650074	0.260960680552784	AURKB	1
GO:0038093	Fc receptor signaling pathway	1/53	54/18888	0.140969936259396	0.30211315650074	0.260960680552784	SYK	1
GO:0046638	positive regulation of alpha-beta T cell differentiation	1/53	54/18888	0.140969936259396	0.30211315650074	0.260960680552784	SYK	1
GO:0071385	cellular response to glucocorticoid stimulus	1/53	54/18888	0.140969936259396	0.30211315650074	0.260960680552784	FOXO3	1
GO:1904645	response to amyloid-beta	1/53	54/18888	0.140969936259396	0.30211315650074	0.260960680552784	FOXO3	1
GO:0016055	Wnt signaling pathway	3/53	466/18888	0.14238004071461	0.302455873916862	0.261256714565948	CTHRC1/FOXO3/SDC1	3
GO:0006909	phagocytosis	2/53	237/18888	0.142843093976795	0.302455873916862	0.261256714565948	HAVCR1/SYK	2
GO:0030595	leukocyte chemotaxis	2/53	237/18888	0.142843093976795	0.302455873916862	0.261256714565948	MTUS1/SYK	2
GO:0002279	mast cell activation involved in immune response	1/53	55/18888	0.143387298125078	0.302455873916862	0.261256714565948	SYK	1
GO:0002448	mast cell mediated immunity	1/53	55/18888	0.143387298125078	0.302455873916862	0.261256714565948	SYK	1
GO:0032210	regulation of telomere maintenance via telomerase	1/53	55/18888	0.143387298125078	0.302455873916862	0.261256714565948	AURKB	1
GO:2000772	regulation of cellular senescence	1/53	55/18888	0.143387298125078	0.302455873916862	0.261256714565948	CGAS	1
GO:0198738	cell-cell signaling by wnt	3/53	468/18888	0.143682130809223	0.302455873916862	0.261256714565948	CTHRC1/FOXO3/SDC1	3
GO:0045137	development of primary sexual characteristics	2/53	238/18888	0.143806453326521	0.302455873916862	0.261256714565948	FOXO3/SDC1	2
GO:0051098	regulation of binding	2/53	238/18888	0.143806453326521	0.302455873916862	0.261256714565948	AURKB/NUCKS1	2
GO:0072593	reactive oxygen species metabolic process	2/53	238/18888	0.143806453326521	0.302455873916862	0.261256714565948	FOXO3/SYK	2
GO:0009743	response to carbohydrate	2/53	239/18888	0.144771231980573	0.303458079851352	0.262122404580073	COL6A3/FOXO3	2
GO:0097529	myeloid leukocyte migration	2/53	239/18888	0.144771231980573	0.303458079851352	0.262122404580073	MTUS1/SYK	2
GO:0009116	nucleoside metabolic process	1/53	56/18888	0.145797985386766	0.303562639590871	0.262212721668873	TK1	1
GO:0045058	T cell selection	1/53	56/18888	0.145797985386766	0.303562639590871	0.262212721668873	SYK	1
GO:0045839	negative regulation of mitotic nuclear division	1/53	56/18888	0.145797985386766	0.303562639590871	0.262212721668873	AURKB	1
GO:1902895	positive regulation of miRNA transcription	1/53	56/18888	0.145797985386766	0.303562639590871	0.262212721668873	FOXO3	1
GO:0002274	myeloid leukocyte activation	2/53	241/18888	0.146704986838529	0.304431216427865	0.262962984931551	HAVCR1/SYK	2
GO:0071356	cellular response to tumor necrosis factor	2/53	241/18888	0.146704986838529	0.304431216427865	0.262962984931551	FOXO3/SYK	2
GO:0001541	ovarian follicle development	1/53	57/18888	0.148202016120331	0.304487778574498	0.263011842440605	FOXO3	1
GO:0002886	regulation of myeloid leukocyte mediated immunity	1/53	57/18888	0.148202016120331	0.304487778574498	0.263011842440605	SYK	1
GO:0045005	DNA-templated DNA replication maintenance of fidelity	1/53	57/18888	0.148202016120331	0.304487778574498	0.263011842440605	NUCKS1	1
GO:0051293	establishment of spindle localization	1/53	57/18888	0.148202016120331	0.304487778574498	0.263011842440605	SAPCD2	1
GO:0170040	proteinogenic amino acid catabolic process	1/53	57/18888	0.148202016120331	0.304487778574498	0.263011842440605	PRODH	1
GO:2000107	negative regulation of leukocyte apoptotic process	1/53	57/18888	0.148202016120331	0.304487778574498	0.263011842440605	AURKB	1
GO:0006814	sodium ion transport	2/53	244/18888	0.149615888486388	0.305375309271756	0.263778477755169	PKP2/SLC6A6	2
GO:0043523	regulation of neuron apoptotic process	2/53	244/18888	0.149615888486388	0.305375309271756	0.263778477755169	FOXO3/PRODH	2
GO:0090257	regulation of muscle system process	2/53	245/18888	0.15058886815145	0.305375309271756	0.263778477755169	FOXO3/PKP2	2
GO:0015804	neutral amino acid transport	1/53	58/18888	0.15059940835365	0.305375309271756	0.263778477755169	SLC6A6	1
GO:0043331	response to dsRNA	1/53	58/18888	0.15059940835365	0.305375309271756	0.263778477755169	CGAS	1
GO:0045010	actin nucleation	1/53	58/18888	0.15059940835365	0.305375309271756	0.263778477755169	DIAPH3	1
GO:0070228	regulation of lymphocyte apoptotic process	1/53	58/18888	0.15059940835365	0.305375309271756	0.263778477755169	AURKB	1
GO:0086065	cell communication involved in cardiac conduction	1/53	58/18888	0.15059940835365	0.305375309271756	0.263778477755169	PKP2	1
GO:0003229	ventricular cardiac muscle tissue development	1/53	59/18888	0.152990180066728	0.308211983505579	0.266228753165678	PKP2	1
GO:0010965	regulation of mitotic sister chromatid separation	1/53	59/18888	0.152990180066728	0.308211983505579	0.266228753165678	AURKB	1
GO:0098900	regulation of action potential	1/53	59/18888	0.152990180066728	0.308211983505579	0.266228753165678	PKP2	1
GO:1903409	reactive oxygen species biosynthetic process	1/53	59/18888	0.152990180066728	0.308211983505579	0.266228753165678	FOXO3	1
GO:0034599	cellular response to oxidative stress	2/53	248/18888	0.153515638850142	0.308711163088466	0.266659936783025	FANCD2/FOXO3	2
GO:1903131	mononuclear cell differentiation	3/53	484/18888	0.154242746248281	0.308711163088466	0.266659936783025	FANCD2/FOXO3/SYK	3
GO:0045785	positive regulation of cell adhesion	3/53	485/18888	0.154911037299936	0.308711163088466	0.266659936783025	F11R/FOXO3/SYK	3
GO:0007080	mitotic metaphase chromosome alignment	1/53	60/18888	0.155374349191825	0.308711163088466	0.266659936783025	AURKB	1
GO:0046456	icosanoid biosynthetic process	1/53	60/18888	0.155374349191825	0.308711163088466	0.266659936783025	SYK	1
GO:0051289	protein homotetramerization	1/53	60/18888	0.155374349191825	0.308711163088466	0.266659936783025	TK1	1
GO:1905517	macrophage migration	1/53	60/18888	0.155374349191825	0.308711163088466	0.266659936783025	MTUS1	1
GO:0016054	organic acid catabolic process	2/53	250/18888	0.155473200396926	0.308711163088466	0.266659936783025	KMO/PRODH	2
GO:0046395	carboxylic acid catabolic process	2/53	250/18888	0.155473200396926	0.308711163088466	0.266659936783025	KMO/PRODH	2
GO:0048599	oocyte development	1/53	61/18888	0.157751933613582	0.30989788989176	0.267685013074984	FOXO3	1
GO:0055008	cardiac muscle tissue morphogenesis	1/53	61/18888	0.157751933613582	0.30989788989176	0.267685013074984	PKP2	1
GO:0086002	cardiac muscle cell action potential involved in contraction	1/53	61/18888	0.157751933613582	0.30989788989176	0.267685013074984	PKP2	1
GO:0170035	L-amino acid catabolic process	1/53	61/18888	0.157751933613582	0.30989788989176	0.267685013074984	PRODH	1
GO:0050870	positive regulation of T cell activation	2/53	253/18888	0.158418826733199	0.30989788989176	0.267685013074984	FOXO3/SYK	2
GO:0002090	regulation of receptor internalization	1/53	62/18888	0.160122951169139	0.30989788989176	0.267685013074984	SYK	1
GO:0034113	heterotypic cell-cell adhesion	1/53	62/18888	0.160122951169139	0.30989788989176	0.267685013074984	PKP2	1
GO:0051306	mitotic sister chromatid separation	1/53	62/18888	0.160122951169139	0.30989788989176	0.267685013074984	AURKB	1
GO:0051653	spindle localization	1/53	62/18888	0.160122951169139	0.30989788989176	0.267685013074984	SAPCD2	1
